,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1559861322501718019,1559861322501718019,1660734894000.0,2022-08-17 11:14:54,+0000,,"It is worth recalling why the 75-year-old is one of the great novelists of our time: funny, brave and endlessly inventive  https://t.co/XJH5Dkv2E2",en,[],[],5988062,5988062,TheEconomist,The Economist,3,11,https://twitter.com/TheEconomist/status/1559861322501718019,['https://econ.st/3poV0ae'],[],0,,False,19,1,11,,None,,,,,,,[],,,,
1,1559856090300440576,1559856090300440576,1660733647000.0,2022-08-17 10:54:07,+0000,,"Whether peace lasts is largely up to President Xi Jinping, China’s strongman. He gives ample grounds for pessimism  https://t.co/G2mLbGwCBz",en,[],[],5988062,5988062,TheEconomist,The Economist,3,10,https://twitter.com/TheEconomist/status/1559856090300440576,['https://econ.st/3vYJru0'],[],0,,False,28,6,13,,None,,,,,,,[],,,,
2,1559851085531152386,1559851085531152386,1660732454000.0,2022-08-17 10:34:14,+0000,,How not to administer justice after a brutal civil war  https://t.co/7Qq0tnh2at,en,[],[],5988062,5988062,TheEconomist,The Economist,3,10,https://twitter.com/TheEconomist/status/1559851085531152386,['https://econ.st/3A1pfZW'],[],0,,False,18,1,8,,None,,,,,,,[],,,,
3,1559846099468390400,1559846099468390400,1660731265000.0,2022-08-17 10:14:25,+0000,,In a guest essay @gdalmiathinks argues that the success of Indian diaspora shows that—given the right economic environment—Indians with initiative will thrive  https://t.co/9oJwjkCMHd,en,[],[],5988062,5988062,TheEconomist,The Economist,3,10,https://twitter.com/TheEconomist/status/1559846099468390400,['https://econ.st/3w1cX2o'],[],0,,False,27,3,5,,None,,,,,,,[],,,,
4,1559841148931301376,1559841148931301376,1660730085000.0,2022-08-17 09:54:45,+0000,,"To illustrate the scale of the crisis, The Economist asked a satellite-imaging company for photographs of central Colombo, focused on a pair of petrol stations    https://t.co/S6qoWV01zK",en,[],[],5988062,5988062,TheEconomist,The Economist,3,09,https://twitter.com/TheEconomist/status/1559841148931301376,['https://econ.st/3A4lEdo'],[],0,,False,34,4,7,,None,,,,,,,[],,,,
5,1559836416581984258,1559836416581984258,1660728956000.0,2022-08-17 09:35:56,+0000,,Ukraine’s political and military strategies are in tension. Hyping counter-offensives which fail to materialise risks harming morale  https://t.co/IE5eDEGMwv,en,[],[],5988062,5988062,TheEconomist,The Economist,3,09,https://twitter.com/TheEconomist/status/1559836416581984258,['https://econ.st/3Pmxbus'],[],0,,False,30,8,10,,None,,,,,,,[],,,,
6,1559834029653999618,1559834029653999618,1660728387000.0,2022-08-17 09:26:27,+0000,,"♦️ Liz Cheney concedes to Harriet Hageman in Wyoming’s Republican primary race.  ♦️ Russia says explosions in Crimea were an “act of sabotage” by Ukraine.   ♦️ Britain’s annual inflation rate hits 10.1%, setting a new 40-year record.  Catch up on today’s news👇",en,[],[],5988062,5988062,TheEconomist,The Economist,3,09,https://twitter.com/TheEconomist/status/1559834029653999618,[],[],0,,False,40,8,16,,None,,,,,,,[],,,,
7,1559831720463142912,1559831720463142912,1660727837000.0,2022-08-17 09:17:17,+0000,,"For a change, American inflation is lower than expected  https://t.co/VX1Xth5AyW",en,[],[],5988062,5988062,TheEconomist,The Economist,3,09,https://twitter.com/TheEconomist/status/1559831720463142912,['https://econ.st/3PgSJsc'],[],0,,False,38,3,12,,None,,,,,,,[],,,,
8,1559826973526036480,1559826973526036480,1660726705000.0,2022-08-17 08:58:25,+0000,,In America a panel of eight economists has been the arbiter of recessions since 1978. But its cautious approach on the current situation seems to hold little sway with the public  https://t.co/BR4vGyyAuB,en,[],[],5988062,5988062,TheEconomist,The Economist,3,08,https://twitter.com/TheEconomist/status/1559826973526036480,['https://econ.st/3AlKve3'],[],0,,False,15,4,5,,None,,,,,,,[],,,,
9,1559822272956964865,1559822272956964865,1660725584000.0,2022-08-17 08:39:44,+0000,,"If the IRA kickstarts a clean-energy revolution at home, abroad it signals that America takes seriously its leadership role on the climate  https://t.co/SjDPJewaxJ",en,[],[],5988062,5988062,TheEconomist,The Economist,3,08,https://twitter.com/TheEconomist/status/1559822272956964865,['https://econ.st/3QtGs5e'],[],0,,False,60,3,16,,None,,,,,,,[],,,,
